path,prediction,ground_truth
B11_344.wav,waː3 ɔː3 kaw51 aː3 tɔ uː t51,tʰa55 jou̯214 i35 kɤ51 faŋ55 fa214 au̯51 tʰaŋ35 nai̯51 aɚ̯214 jʊŋ51 i55 ʈʂʊŋ214 tɕiŋ51 jaŋ214 tɤ0 kʰou̯214 tɕʰi51 ʂwo55 ɕjɛn214 ʐan35 tʰa55 tsz̩51 tɕi214 tsʰʊŋ35 lai̯35 mei̯35 ɕjaŋ214 ʈʂʰu55 kwo51 ʂən35 mɤ0 faŋ55 fa214
A19_214.wav,diːɛː3 paŋ3 ʔaː3 ʔaː3 p23 taː51,tɕin55 tʰjɛn55 pʰei̯35 i214 məŋ35 ʈʂau̯214 fəŋ35 paŋ55 ʈʂau̯214 tɤ0 jou̯51 lei̯51 jou̯51 ɤ51 tan51 kʰan51 tɕjɛn51 i214 məŋ35 na51 fu51 ʈʂau̯35 tɕi35 jaŋ51 wo214 i51 tjɛn214 je214 ʈʂʰʐ̩55 pu35 ɕja51
B15_380.wav,kaː3 luː3 thaː3 khː3 kh3 tː14,hwa35 kwo51 i55 tɕʰɥɛn55 jou̯51 i55 tɕʰɥɛn55 ʈʂʊŋ55 y35 jou̯214 i55 wei̯51 yn51 tʊŋ51 ɥɛn35 tʰiŋ35 ɕja51 lai̯0 tɕje55 kwo51 tʰa55 sʊŋ51 ʂaŋ51 tɤ0 ʂwei̯214 pei̯55 lɤ51 tɤ0 tʰa55 jou̯51 pəŋ51 jou̯51 tʰjau̯51
D7_955.wav,paː3 waː3 taː1w t3 taː51,tʰa55 tɕje214 ʂʐ̩0 ʂwo55 ʈʂʊŋ214 tsz̩0 pʰei̯55 ja35 kʰau̯51 nei̯51 pʰei̯55 ʐu214 kʊŋ51 jaŋ214 aɚ̯35 nei̯51 pʰei̯55 ʐu214 tʰʊŋ55 ʈʂʰaŋ35 ʈʂʐ̩214 nəŋ35 fa55 hwei̯55 i35 pan51 kʊŋ55 nəŋ35
D7_800.wav,tiː3 luː3 la lɔŋ3 lhɔːkː t14,tʰiŋ55 lau̯214 wai̯51 tɕʰin35 ɥɛn35 ʂwo55 jou̯214 tɤ0 ny214 ʐən35 ʐʐ̩51 tsz̩0 ləŋ214 tɕʰiŋ55 tɕin55 pu35 ʈʂu51 y51 hwo214 ʐu35 fən35 ʈʂʰaŋ35 tsai̯51 an51 ʈʂʊŋ55 y214 nan35 wai̯51 tɕʰin35 ɥɛn35 ɕyn35 hwan55 tswo51 lɤ51
C14_538.wav,paː3 wuː3 waw3 taː3 k3 ɔːɔ 3,tʰa55 jau̯51 ɕɥe35 ɕi35 jou̯51 jau̯51 paŋ55 nai̯214 nai̯0 ʈʂʰʐ̩35 tɕja55 kʰɤ214 fan55 ɥe51 tʰa55 tɤ0 tswo51 je51 pən214 kən55 pən214 kʰan51 pu35 tau̯51 pa55 ʂʐ̩0 fən55 i214 ɕja51 tɤ0 ʈʂʰəŋ35 tɕi51
A32_39.wav,pɔː3 thaː3 daː3 waː51,fou̯214 tsɤ35 kwaŋ55 jou̯214 ʈʂʰan214 ljaŋ51 ɕjau̯55 pu51 ʈʂʰu55 tɕʰy51 kʰu51 tsʰwən35 ɥe51 lai̯35 ɥe51 two55 wai̯51 tɕʰjɛn51 hwo51 kʰwan214 ɥe51 lai̯35 ɥe51 two55 ljou̯35 tʊŋ51 tsz̩55 tɕin55 tɕjou̯51 hwei̯51 ɥe51 lai̯35 ɥe51 ʂau̯214
D7_947.wav,miː3 l aː3 la3 tː3 na3 n5 t353,ny214 twei̯51 ɥɛn35 jou̯214 mwo51 hwei̯51 lan35 tɕi35 li51 ja214 kʰwei̯35 ɥɛn35 ɥɛn35 ljou̯35 ɕɥɛn35 mau̯35 jɛn51 liŋ35 tɕʰjau̯35 ja51 pi51 wən35 tɕiŋ51 hɤ35 je51 lin35 lin35
D32_780.wav,mɔː3 uːn3 haw3haː1 haɔːaː neːn1,tau̯55 kwaŋ55 tɕʰjaŋ55 iŋ214 pai̯35 ku214 ʐu35 ma35 wo214 faŋ214 fu35 tʰiŋ55 tau̯51 u214 ʂʐ̩35 njɛn35 tɕʰjɛn35 san55 ʂʐ̩0 wan51 ɥɛn55 hwən35 tɤ0 na51 han214 tʰʊŋ51 kwan51 ɕin55 kan55
A4_93.wav,piː3 thuː3 jhuŋ3 w a53,pu35 ʂʐ̩51 ʈʂʰwei̯55 njou̯35 je214 kʰɤ214 nəŋ35 ʂʐ̩51 tsz̩51 wo214 jau̯55 tɕʰjou̯35 tɕjau̯51 kau̯55 y214 wo214 ɕjaŋ55 ʂu35 tɤ0 yn51 tʊŋ51 ɥɛn35 ta51 two55 ʂʐ̩51 jou̯214 ʈʂwei̯55 tɕʰjou̯35 tɤ0 ʐən35
C31_745.wav,tɔɕuː3 tɔː3 ʔɔː3 khai5 rha3 ɯŋ3,tɕʰjɛn35 ɕɥɛn35 tʰʊŋ35 ʈʂʰʐ̩51 tsɤ35 i35 wei̯51 ni214 ku214 tɤ0 pʰjɛn35 wən35 san214 wən35 wei̯35 ɕɥɛn214 ɕɥe35 jau̯55 nje51 tʰʊŋ35 ʈʂʰəŋ35 mjou̯51 ʈʂʊŋ214
A11_246.wav,piː3 uː3 kaːpaː3 len3 3 kɛː3 a51,twei̯51 na51 ɕje55 pʰin35 nan51 tɕʰjau̯35 tsəŋ55 tɕjɛn51 ən55 kəŋ51 ʂʐ̩51 kwan55 hwai̯35 pei̯51 ʈʂʐ̩51 pʰiŋ35 ʂʐ̩35 kei̯214 ʈʂau̯51 ku0 pu51 ʂwo55 pʰəŋ51 tau̯51 lin35 ʂʐ̩35 kʰwən51 nan35 jou̯35 wei̯35 kwan55 ɕin55
A19_209.wav,miː3 haː3 wa13 wi3 aː51,pi51 kʰai̯55 twei̯51 faŋ55 lei̯35 ta35 ʈʂwei̯55 tsʊŋ55 tɤ0 mi51 tɕɥe35 tsai̯51 y35 tsai̯51 tɕi55 tʰi214 ʂaŋ51 pʰən55 tʰu35 tɤ0 tʰɤ51 ʂu55 tʰu35 ljau̯51 aɚ̯35 ʈʂɤ51 ʈʂʊŋ214 tʰɤ51 ʂu55 tʰu35 ljau̯51 ʂʐ̩51 ʐʐ̩51 pən214 jɛn35 ʈʂʐ̩51 tɤ0
D32_770.wav,miː3 pɔŋ3 kaː3 daː51,i55 tɕjou̯214 ljou̯51 aɚ̯51 njɛn35 ʂʐ̩35 i55 ɥe51 ɤ51 li51 tʰɤ51 li214 ja51 i51 hwei̯51 tʰʊŋ55 kwo51 tɕɥe35 i51 y214 ai̯55 sai̯55 ɤ35 pi214 ja51 hɤ35 piŋ51 ʈʂʰəŋ35 wei̯35 ai̯55 tɤ0 i35 kɤ51 ʂəŋ214
A13_180.wav,kaː3 shaŋ3 kaːtatŋ3 tɔtɔː 53,ljou̯35 ɕjau̯214 kwaŋ55 tɕjou̯214 twan51 y214 waŋ35 lei̯214 ljou̯51 twan51 ʈʂʐ̩55 ʈʂan51 tswei̯51 wei̯35 tɕi55 lje51 je214 ʂʐ̩51 tswei̯51 wan214 tɕje35 ʂu51 tɤ0 i55 pʰan35 tɕʰi35 kʊŋ51 ɕja51 lɤ0 aɚ̯51 pai̯214 u214 ʂʐ̩35 u214 ʂou̯214
A36_141.wav,kɔːuː3 ta3 hɔː3 3 to51,ʈʂʊŋ55 kwo35 ʈʂʰu35 kɤ51 pje35 yn51 tʊŋ51 ɥɛn35 y214 wai̯51 kwo35 ɕɥɛn35 ʂou̯214 tsu214 twei̯51 tsʰan55 tɕja55 ʂwaŋ55 ta214 y51 ɕɥɛn214 sai̯51 wai̯51 tɕyn55 tɕjaŋ55 ʈʂʐ̩35 tɕje55 tɕin51 ʐu51 ʈʂəŋ51 sai̯51
A8_91.wav,tiːa3 paj3 paː t3 ta53,ɕi55 an55 tʊŋ55 nan35 pei̯214 ʈʂʰəŋ35 mən35 tɕʰjɛn35 jou̯35 ɕy214 two55 ɕɥɛn55 ʈʂʰwan35 pʰai̯35 kwa51 i35 kʰwai̯51 pʰai̯35 i51 njɛn35 jau̯51 hwa55 ljaŋ214 wan51 ɥɛn35 wo214 mən0 je214 kwa51 lɤ0 i35 kʰwai̯51
A2_7.wav,jɔuː3 paŋ3 sa43 na3 jaː3,kʰwaŋ51 je214 tɤ0 fəŋ55 jau̯51 waŋ214 ʈʂɤ51 aɚ̯0 kwa55 na51 aɚ̯0 kwa55 ni214 nəŋ35 miŋ51 liŋ51 fəŋ55 sz̩51 mjɛn51 pa55 faŋ55 tɕʰɥɛn35 kwa55 i51 tjɛn214 ma0
B33_470.wav,t͡ɕ3luː3 saː3 aː3 t5 taː5 raː53,tʰje214 lu51 jau̯51 tsʰʊŋ35 ʈʂɤ51 li214 pʰu55 tʰʊŋ55 tʰa55 pu51 ʈʂwən214 wa55 tɕɥe35 lau̯214 tɕjaŋ55 tɕyn55 sʊŋ51 ʈʂʰəŋ35 fu35 tai̯51 tʰou̯35 i55 ɕjɛn55 ʂou̯214 ɕjɛn55 wa55 kʰai̯55 lɤ0 tsz̩51 tɕi214 tɕʰin55 ʐən35 tɤ0 mu51 ɕɥe35
B4_451.wav,pɔː3 luː3 thaː3 lɔː3 aː3 tɔ3,hou̯35 tsʊŋ55 pin55 waŋ35 wei̯35 ʈʂʰəŋ35 ljou̯35 yn35 ʂan55 waŋ35 ɕy51 tʊŋ55 waŋ35 kaŋ55 kʊŋ55 y51 ʈʂʐ̩55 ljou̯35 ʂəŋ51 y51 ljou̯35 hai̯214 fan55 jaŋ35 ʈʂʰwən55 kwei̯51 təŋ214 ʈʂʰu55 ɕi35 tjɛn35 li214
A7_9.wav,kɔː3 luː3 kaː3 wa4 tːnea45 t3 t3 54,faŋ51 jɛn214 waŋ51 tɕʰy51 jʊŋ214 tiŋ51 hɤ35 ljaŋ214 pʰaŋ35 ʐən35 ʂəŋ55 tiŋ214 fei̯51 tsʰai̯214 tɕʰi35 pʰjau̯55 jaŋ35 tʰwei̯55 tʰu214 tɕi55 wa55 tʰu214 tɕi55 yn51 tʰu214 ʈʂʰɤ55 ʈʂəŋ51 tɕin214 ʈʂaŋ55 tɤ0 maŋ35 lu51 ʈʂɤ0
C21_732.wav,kiː3 uː3 tha3 lɔŋ3 liaː3 13,ʐan214 ku51 ʈʂən51 ti51 tʰan214 ʈʂʰaŋ214 kʰwai̯51 tɕi0 mjau̯35 wən35 ɥɛn214 tʰiŋ55 tau̯51 han214 ʂəŋ55 pʰau̯214 lai̯35 ɕje35 ʈʂu51 tɕjaŋ55 tswei̯51 fan51 ja55 waŋ214 pʰai̯51 ʈʂʰu55 swo214
B32_305.wav,kiː3 rluː3 sa214 waː43 saː53,tʰa55 tɤ0 swən55 ny214 ʐu35 tɕin55 ai̯51 ʈʂʰʐ̩55 hwo214 tɕjɛn51 ɕjau̯214 ɕi55 kwa55 waŋ51 tsai̯214 paŋ51 paŋ51 piŋ55 na214 i55 ʈʂʊŋ214 ʈʂʐ̩51 ʂau̯214 tou̯55 jau̯51 i51 ljaŋ214 kʰwai̯51 tɕʰjɛn35
C21_542.wav,p͡ɕkuː3 kuːshɔaː laː ɹɪ1 sɪ i bɹɪɛ fnsɪ̃nɪ un eɪn1,ɕin55 hwa35 ʂɤ51 pʰiŋ35 ʐaŋ214 i55 ɥe51 ʂʐ̩35 sz̩51 ʐʐ̩51 ɕjau̯55 ɕi0 pʰiŋ35 ʐaŋ214 ti51 tɕʰy55 ʐʐ̩51 tɕʰjɛn35 jɛn35 tʊŋ55 sz̩51 nwan214 ʈʂʰwən55 ʈʂʰu55 ɕjɛn51 tɕin51 pai̯214 njɛn35 wei̯51 tsʰəŋ35 jou̯214 kwo51 tɤ0 tʊŋ55 nwan214 ɕjɛn51 ɕjaŋ51
A23_131.wav,piː uː3 juː3 jaː3 maː3 saŋ i nː51,tɕʰy51 njɛn35 aɚ̯51 ɥe51 wei̯51 man214 ʂʐ̩35 swei̯51 tɤ0 ɕy35 min214 jou̯51 pei̯51 ʂaŋ51 hai̯214 tɕʰjɛn35 tɕin51 je51 y35 tɕin51 ɕjou̯55 ɕɥe35 ɥɛn51 lu51 tɕʰy214 tɕi51 ɕy51 ɕɥe35 ɕi35 ɕin55 kai̯51 njɛn51 iŋ55 y214 ti51 sz̩51 tsʰɤ51
A14_35.wav,kɔː3 uː3 thaw3 khɛː3 kɔː3 kaː wː3,tau̯51 lɤ0 jou̯214 tɕʰiŋ51 tʰi35 ʈʂɤ0 i55 lan35 tsʰau̯214 hwei̯35 lai̯0 ʂaŋ51 ɕɥe35 je214 kʰwai̯51 ʈʂʰʐ̩35 tau̯51 lɤ0 tɕi35 maŋ35 waŋ214 tswei̯35 li214 sai̯55 i51 wan214 fan51 pjɛn55 tɕjau̯35 pjɛn55 waŋ214 ʈʂʰəŋ35 li214 pʰau̯214
C8_544.wav,kɔːuː3 wa4 tuː3 naː3,hwei̯35 tau̯51 tɕja55 hwaŋ35 njaŋ35 njaŋ0 tɤ0 nai̯214 wa35 aɚ̯0 ʈʂəŋ51 kʰu55 tɤ0 sz̩55 ʂəŋ55 ja214 tɕʰi51 ta51 i51 tjɛn214 tɤ0 i35 kɤ51 wa35 aɚ̯0 tsai̯51 tʰaŋ35 u55 ti51 ʂaŋ51 pʰa35
D6_945.wav,toɕː3 waː3 kaː3 aː51,tsʰz̩214 wai̯51 ʂa55 y35 y35 lʊŋ35 hɤ35 hai̯214 tʰwən35 tɕin51 kwan214 wai̯51 mau̯51 ʂaŋ51 hən214 ɕjaŋ55 sz̩51 tou̯55 ʂan51 ʈʂʰaŋ35 jou̯35 jʊŋ214 jou̯214 ʐən35 pa214 tʰa55 mən0 kwei̯55 ʂu214 y35 lei̯51
C4_543.wav,biː3 lɛː3 jɛː51,tɕi214 kɤ51 ɥe51 tɕʰjɛn35 ɤ35 faŋ55 hai̯35 ɕɥɛn55 pu51 tɕjɛn35 ʂau̯214 twei̯51 ha55 ɥɛn35 jou̯35 tɤ0 ʂu55 ʈʂʰu55 pʰei̯51 ɤ35 ɥɛn35 in55 tɕy51 ʂwo55 ʂʐ̩51 ha55 tɤ0 ɥɛn35 jou̯35 han35 tsa35 ʈʂʐ̩51 tʰai̯51 two55
B22_492.wav,miː3 juː3 saŋ pa3 ː51,i55 tɕjou̯35 tɕjou̯214 aɚ̯51 njɛn35 sz̩51 ɥe51 tsʰwən55 wei̯214 hwei̯51 jou̯51 kai̯35 ɕɥɛn214 ʈʂɤ51 tsʰz̩51 tsʰwən55 wei̯214 hwei̯51 kan55 tsʰwei̯51 i214 hwan51 lɤ0 ɕin55 tsʰwən55 wei̯214 hwei̯51 ʈʂu214 ʐən51 wei̯35 jou̯35 ʈʂʊŋ55 ʈʂʐ̩214 lɤ0 y214 je51 mou̯214 tɤ0 ʂwei̯214 kʰu51 ʈʂʰəŋ35 pau̯55 hɤ35 tʰʊŋ0
D12_833.wav,tɔːuː3 thaː3 saŋ3 sɔː3 tɔ3 tho51,ʐwo51 nəŋ35 yn51 kwaŋ214 ʈʂʰaŋ35 ʂɤ35 tɕjaŋ55 ʈʂʊŋ51 ʐən35 nau̯214 tɕin55 ʈʂʊŋ55 ai̯51 kwo35 tɕi55 kwan55 pwo55 tʊŋ51 tsɤ35 swei̯55 ja55 ʈʂʐ̩51 pu51 ɕy214 tɕʰi35 ai̯51 kwo35 kʰʊŋ214 pu51 kʰɤ214 tɤ35
C19_615.wav,toːluː3 thɔː3 ta3 sɔː1 thɤː51,ʈʂʰən35 tu35 ɕjou̯51 kan214 ʂwo55 kan214 tswo51 tʰa55 liŋ35 tau̯214 lɤ0 u214 sz̩51 yn51 tʊŋ51 aɚ̯35 tɕʰyn35 ʈʂʊŋ51 yn51 tʊŋ51 je214 tʰwei̯55 tʊŋ51 ʈʂɤ0 tʰa55 fən51 jʊŋ214 tɕʰjɛn35 tɕin51
A34_148.wav,piː3k3 waː3 saː3 saŋ3 taː3 wi3 waː51,ʂʐ̩35 tɕi214 kən55 ljou̯35 tɕin55 ʂʐ̩35 tjau̯55 ɥɛn35 ʈʂu51 ʈʂʰəŋ35 tʰwo55 ʈʂɤ0 ljaŋ214 tsʰəŋ35 ɥɛn35 ɕiŋ35 u55 tiŋ214 ɥɛn214 kʰan51 pʰwo55 sz̩51 wo214 kwo35 ʈʂʰwan35 tʰʊŋ214 tɤ0 ʈʂʊŋ51 jɛn35 ɥɛn35 tʰiŋ35
A13_120.wav,juːuː3 saː3 meː 4 ha 3,ʈʂʊŋ55 njɛn35 jɛn214 ɥɛn35 ma214 li51 li0 lu51 tɕiŋ51 je51 tɕʰiŋ55 njɛn35 jɛn214 ɥɛn35 swən55 ɕy35 ʈʂʰwən55 təŋ214 je214 wei̯51 kwan55 ʈʂʊŋ51 jɛn214 ʈʂʰu55 lɤ0 na35 ʂou̯214 tɕʰy214 mu51
C19_738.wav,tiɕː3 juː3 ʔaː3 paː5 daː51,y35 ʂʐ̩51 ʈʂʊŋ55 tɕʰjou̯55 tɤ0 jou̯55 jou̯55 ɥe51 sɤ51 ʈʂʊŋ55 pjɛn51 jou̯214 i51 ly214 ʂu55 tan51 tɤ0 ɕjaŋ55 yn51 ly51 iŋ214 iŋ51 i51 y35 wo214 tɤ0 liŋ35 hwən35 wo214 tɤ0 ɕin55 məŋ51 ʈʂʊŋ55
B31_463.wav,paː uː3 waː1 wɔːwɔː3 ŋ3 tfaː3 51,tʰan51 swo214 wei̯35 ʐau̯51 tɕiŋ55 tɕi51 tɕjɛn51 ʂɤ51 ʈʂwa55 taŋ214 tɕjɛn51 tɤ0 jou̯214 ɕjau̯51 tʰu35 tɕiŋ51 lwo35 tʰjɛn35 nʊŋ35 tsʰwən55 taŋ214 ʈʂʐ̩55 pu51 kʰai̯55 ʈʂan214 ʈʂʰwaŋ51 tɕjɛn51 ɕjau̯214 kʰaŋ55 tsʰwən55 tɕiŋ51 sai̯51
D13_770.wav,miː3 sɔː3 laː3 wɤː1,i55 tɕjou̯214 ljou̯51 aɚ̯51 njɛn35 ʂʐ̩35 i55 ɥe51 ɤ51 li51 tʰɤ51 li214 ja51 i51 hwei̯51 tʰʊŋ55 kwo51 tɕɥe35 i51 y214 ai̯55 sai̯55 ɤ35 pi214 ja51 hɤ35 piŋ51 ʈʂʰəŋ35 wei̯35 ai̯55 tɤ0 i35 kɤ51 ʂəŋ214
C2_574.wav,sɔː3 pa43 saː1 waː3 wː51,jou̯214 ɕje55 y35 min35 in55 jɛn51 u51 hai̯214 ɕiŋ55 tau̯51 ʂʐ̩35 pei̯51 lei̯51 ʈʂʰʐ̩55 tjau̯51 y35 aɚ̯214 ʈʂwo55 ʈʂu51 hai̯214 ɕiŋ55 hou̯51 ʈʂʰaŋ35 tɕjaŋ55 tɕʰi35 tɕʰje55 swei̯51 ʐəŋ55 ʐu51 hai̯214 ʈʂʊŋ55
C6_690.wav,haːluː3 saː3 thaː3 jaː3 riː tu51,tan51 na51 ɕy55 jau̯51 ɥe51 li51 ɕy55 jau̯51 ɕɥe35 jaŋ214 ɕy55 jau̯51 ʂʐ̩35 tɕjɛn51 ɕy55 jau̯51 kʊŋ55 li51 in55 aɚ̯35 pu35 ʂʐ̩51 fan35 wən35 ʐən35 tɕje55 kʰɤ214 wei̯35 tɤ0
B32_325.wav,puːz tuː soŋaː3 biː ɯːmi4 uz 3 ɛŋn3,ʈʂɤ51 ʈʂʐ̩55 pei̯51 ʈʂan51 ja51 tʰɤ51 lan35 ta51 au̯51 yn51 hwei̯51 tɤ0 tɕi35 ɕyn51 twei̯51 kʊŋ51 jou̯214 aɚ̯51 ʂʐ̩35 miŋ35 tɕʰjou̯35 ɥɛn35 pʰiŋ35 tɕyn55 njɛn35 liŋ0 aɚ̯51 ʂʐ̩35 u214 swei̯51 pʰiŋ35 tɕyn55 ʂən55 kau̯55 i55 mi214 ljou̯51 tɕʰi55
C12_660.wav,kaː3 luː3 tan1aː3 thɔː3 tɔː51,tɕja214 ʐu35 pei̯51 ɕjʊŋ35 tje35 ʈʂwei̯55 kan214 tɤ0 fei̯55 ɕiŋ35 u51 pu51 waŋ214 ti51 ʂaŋ51 lwo51 na51 mwo51 ɕjʊŋ35 tje35 ʈʂwei̯55 i35 hwei̯51 aɚ̯0 je214 tɕjou̯51 pu35 tsai̯51 ʈʂwei̯55 lɤ0
C19_572.wav,pɔɕuː3 puː3 saw o51 ː3 tu51,waŋ35 ɕjɛn51 y51 hɤ35 ʈʂʐ̩55 wei̯214 waŋ35 ɕjɛn51 pən214 tʰiŋ55 ʂwo55 lin35 tɕin51 hɤ35 ʈʂwaŋ55 tsʰwən55 jou̯214 ʐən35 jʊŋ51 ta51 pʰəŋ35 pʰei̯35 y51 swan51 hwaŋ35 ʈʂʰəŋ35 kʊŋ55 tɕjou̯51 tɕʰy51 tsʰai̯35 faŋ214
D6_862.wav,kaːuː3 thaː3 loŋɔŋ3 thɔŋ tha 14,mau̯35 ʈʂən51 ɥɛn35 wən35 ɕyn51 kan214 lai̯35 an55 wei̯51 ʂwo55 pje35 ʈʂau̯35 tɕi35 ɕɥe35 ɕjau̯51 swei̯55 tɕʰjʊŋ35 tan51 tɕjou̯51 ʂʐ̩0 tsa35 kwo55 mai̯51 tʰje214 je214 jau̯51 wei̯51 tsʰai̯51 lau̯214 ʂʐ̩55 ʈʂʐ̩51 hau̯214 piŋ51
B7_465.wav,pʰɯːn3 lɔː3 pũː3 tseŋ bɛ̃ŋo3 bɔː3 onsn so1,fən214 swei̯51 sz̩51 ʐən35 paŋ55 hou̯51 ʐən35 min35 wən35 ɕɥe35 ʈʂʰu55 pan214 ʂɤ51 ʈʂʰu55 pan214 lɤ0 jaŋ35 ʂwo51 san214 wən35 ɕɥɛn214 jaŋ35 ʂwo51 twan214 pʰjɛn55 ɕjau̯214 ʂwo55 ɕɥɛn214 təŋ35 təŋ214
C7_588.wav,wiː3ː3 kɛː3 k3 3 tː taː3,i51 tʰjɛn55 tɕjɛn51 ʂɤ51 tsʰwən55 san55 ʂʐ̩35 i35 ʈʂwaŋ51 tɕʰi55 ʂʐ̩0 i55 swei̯51 tɤ0 lau̯214 tʰai̯51 tʰai̯0 waŋ35 njɛn35 y51 pu35 ku51 njɛn35 mai̯51 tʰi214 ʐwo51 ʈʂu214 tʊŋ51 paŋ55 lin35 tɕy55 tɕʰin35 li214 ʈʂən55 mai̯214 mi214
B22_478.wav,soː ː3 kaː koː3ɔ4 uː aː3 oː51,ɕjau̯214 au̯51 sz̩55 kʰa214 fa55 ɕjɛn51 ʈʂou̯55 wei̯35 tɤ0 ʂʐ̩51 tɕje51 tʰai̯51 kwo51 hwaŋ55 tan51 tɕjou̯51 an51 ɕja51 tɕɥe35 ɕin55 jau̯51 jʊŋ35 ɥɛn214 tswo51 ɕjau̯214 hai̯35 tsz̩0
C14_686.wav,biː3awŋ3 kaː3 ta3 raː3 kaː51,mei̯214 tau̯51 ɥe51 hwei̯51 in55 y214 je51 tɕjɛn55 laŋ35 hau̯35 ʂəŋ55 tɕjou̯51 ɥɛn214 ɥɛn214 tɕin51 tɕin51 ʈʂʰwan35 lai̯35 ʂəŋ55 in55 ti55 ʈʂʰən35 aɚ̯35 mjɛn35 ʈʂʰaŋ35 sz̩51 hu55 tsa35 tɕja35 ʈʂɤ0 jou̯55 y51 y214 pei̯55 ʂaŋ55
A11_181.wav,t͡ɕuː3 thuː3 lɔːahɔŋ3 thɔ14,twei̯51 tɕʰɥɛn35 pu51 yn51 kʰwan214 ʈʂʰɤ55 tɕin51 ɕiŋ35 kai̯214 tsau̯51 ta35 tau̯51 faŋ35 tɕʰjaŋ214 faŋ35 tau̯51 jau̯55 tɕʰjou̯35 piŋ51 wei̯51 tɕʰɥɛn35 tʰi214 ja55 yn51 ʐən35 ɥɛn35 pʰei̯51 pei̯51 lɤ0 faŋ35 tan51 tʰou̯35 kʰwei̯55 hɤ35 faŋ35 tan51 fu35
A32_55.wav,kɔː3 r45 tuː3 wu45 weː51,tʰʊŋ35 ɥe51 ʂou̯214 pʰi55 su55 ljɛn35 u214 tɕʰi51 ʈʂwaŋ55 pei̯51 jʊŋ51 kʰwai̯51 tʰiŋ214 tsʰʊŋ35 hei̯55 hai̯214 tɤ0 au̯35 tɤ35 sa51 kaŋ214 yn51 ta35 kwaŋ214 ʈʂou̯55
B32_336.wav,tuː3 sɔː3 saːa3 taːŋ3 tɤːŋ3 taːŋn3,wo214 pa214 tʰa55 tɤ0 ʈʂʰəŋ55 tsan51 ɕi55 fan51 ɕjɛn35 tsʰai̯51 tɤ0 pjau̯55 ʈʂwən214 njou̯35 tɕin55 wei̯51 aɚ̯0 tɤ0 iŋ55 y214 lu51 tau̯51 lɤ0 hɤ35 aɚ̯35 tai̯51 ʂaŋ51 faŋ51 kei̯214 ʂou̯51 kau̯55 tʰjau̯55 aɚ̯35 tsz̩0 tʰiŋ55
C17_546.wav,saː3 kɔː3 saː3 kaː3 taː5 naː51,ɕjaŋ55 ʈʂʰwan35 swei̯35 jaŋ35 ti51 nan35 ɕja51 jaŋ35 ʈʂou̯55 kʰan51 tɕʰjʊŋ35 hwa55 tʰu35 tɕiŋ55 hwai̯35 in55 ʂʐ̩35 wən35 tɤ35 hwai̯35 in55 pʰau̯35 ʈʂʰu35 ʂan51 ʈʂʰaŋ35 ʂau̯55 y35 nai̯214 tʰu55 fa55 tɕʰi35 ɕjaŋ214
B4_278.wav,koː43 tuː3 laː3 l 51,tsʰz̩214 ʂʐ̩35 tɤ0 ljou̯35 y51 an55 pən55 tsou̯214 y35 kɤ51 ta51 i55 ɥɛn51 tɕʰjou̯35 i55 wən51 jau̯51 je214 kan214 tau̯51 i35 kɤ51 ʐən35 li51 ljaŋ51 tɤ0 wei̯55 ʐwo51 pʰan51 waŋ51 wai̯51 pu51 tɤ0 paŋ55 ʈʂu51
D32_912.wav,sɛː3 lːs4 waː3 aəɹuːz n ɔɚ fɹnɪɔ fɹ toŋ n bəɛn1,san55 ɥe51 aɚ̯51 ʂʐ̩35 pa55 ʐʐ̩51 ʐʐ̩51 tɕyn55 tʰu55 ʐu51 tʰai̯35 aɚ̯35 ʈʂwaŋ55 ɕi55 pei̯35 tɕjau̯214 tʰai̯35 aɚ̯35 ʈʂwaŋ55 ʂou̯214 tɕyn55 tsu214 ʈʂʐ̩55 kan35 sz̩214 twei̯51 tʰʊŋ35 ʐʐ̩51 tɕyn55 ʈʂan214 kʰai̯55 lɤ0 ʐou̯51 pwo35 ʈʂan51
C32_533.wav,kouː3 saː14 tha3 waː3 tiː k naː51,tɕjaŋ55 lai̯35 hwei̯35 ɕjaŋ35 tɕʰi214 lai̯35 ʈʂɤ51 i55 twan51 yn35 y214 u55 ʂan55 tɤ0 yn51 ʂʐ̩51 je214 pu35 kwo51 sz̩51 yn35 tʰjɛn55 ɕja35 iŋ214 kʰʊŋ55 ljou̯35 tsʰan35 hʊŋ35 tjɛn214 ʈʂwei̯51 ɕin55 tʰou̯35 pa51 lɤ0
D32_873.wav,haː3 uː3 khaːt̚21 ʔaː3 tɔŋ3 thɤː tɤ3,hwa55 hwei̯51 tɤ0 ʈʂʰan214 ɕjau̯55 waŋ214 lwo51 tsʰʊŋ35 tɕin51 tɕjau̯55 kʰwo51 ʈʂan214 tau̯51 ʂəŋ214 nei̯51 tsʰʊŋ35 ʂəŋ214 nei̯51 kʰwo51 ʈʂan214 tau̯51 ʂəŋ214 wai̯51 tsʰʊŋ35 ʂəŋ214 wai̯51 kʰwo51 ʈʂan214 tau̯51 kwo35 wai̯51
